Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Audible,"Colin Firth reads the line that gives a novel by this British author its titleBut that wasn't what Sarah had said, and sitting there beside Henry in the Victoria Gardens, watching the day die, I remembered the end of the whole ""affair""",Graham Greene,Ken Jennings,False,False,2000,False,16,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
"""G""Eography","(Jimmy Kimmel delivers the clue.)  One of my hobbies is fly-fishing & I've done some on this Montana river near Bozeman where most of the fishing scenes in ""A River Runs Through It"" were filmed",the Gallatin,,True,False,2000,False,4,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
20-Letter Words,This adverb means in a manner not typical of a particular person,uncharacteristically,Ken Jennings,False,False,2000,False,7,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Goats (Greatest Of All Time),In a 2010 poll this Nobel Peace Prize winner & politician ranked as Ireland's greatest person,John Hume,,True,False,2000,False,13,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
A Million Bucks Ain'T What It Used To Be,"With a million bucks you could have seen 20 million movies at one of these early 1900s theaters, as the name told you",a nickelodeon,James Holzhauer,False,False,200,False,30,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Comedians,"(Conan O'Brien delivers the clue.) Strange but true: this comedian from Worcester, Massachusetts is my cousin, & when he came on my show he told me he's often mistaken for other celebrities, like Willem Dafoe & Jane Lynch",Denis Leary,James Holzhauer,False,False,200,False,29,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
The Alps,"The peak known as the Mönch (""monk"") stands between the Jungfrau (""maiden"") & the Eiger, this type of creature in English",ogre,James Holzhauer,False,False,200,False,26,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
I'M Not Wearing Any Pants,"The name of this ancient garment from a single piece of cloth is related to the Latin word for ""to cover""",a toga,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Prequels & Sequels,"After becoming heir to a chocolate factory, Charlie goes on another adventure, this time in a ""great glass"" one of these",an elevator,James Holzhauer,False,False,200,False,21,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Buy A Vowel,Add a vowel to what brevity is the soul of & get a verb meaning to cool your heels,wit & wait,Ken Jennings,False,False,200,False,28,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
A Million Bucks Ain'T What It Used To Be,"In the first sale of a diamond for a mil, in 1969, the parent co. of this French jeweler outbid Richard Burton, then sold it to him",Cartier,Ken Jennings,False,False,400,False,23,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Comedians,"Played by this man, salesman-manager David Brent returned in 2016, trying to get his rock band off the ground",Ricky Gervais,James Holzhauer,False,False,400,False,24,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
The Alps,"The Alps are often treeless at the tops, but forests below are filled with larch, beech & these conifers related to pines",spruce,James Holzhauer,False,False,400,False,25,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
I'M Not Wearing Any Pants,In the 17th century the belted plaid developed into this garment,a kilt,Ken Jennings,False,False,400,False,19,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Prequels & Sequels,"Set for release in 2020 is Suzanne Collins' ""The Ballad of Songbirds and Snakes"", a prequel to this series",The Hunger Games,James Holzhauer,False,False,400,False,20,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Buy A Vowel,A thing's physical magnitude adds a vowel & becomes a verb meaning to snatch,size & seize,Brad Rutter,False,False,400,False,22,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
A Million Bucks Ain'T What It Used To Be,"In 1957 a million bucks would have paid for a helluva baseball team; this man, No. 24 for the Giants, made $50,000",Willie Mays,Brad Rutter,False,False,600,False,12,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Comedians,"She does stand-up definitely for adults but voiced Vanellope Von Schweetz in the kids' movie ""Wreck-It Ralph""",Sarah Silverman,James Holzhauer,False,False,600,False,6,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
The Alps,"Forming part of France's frontier with Italy, it's the highest peak in the Alps",Mont Blanc,Ken Jennings,False,False,600,False,2,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
I'M Not Wearing Any Pants,"Basically a belt plus a front flap, it was a simple garment for men in Ancient Egypt; Tarzan makes one from deerskin",a loincloth,Brad Rutter,False,False,600,False,18,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Prequels & Sequels,"Elmore Leonard brought back former loan shark Chili Palmer in ""Be Cool"", his sequel to this bestseller",Get Shorty,Ken Jennings,False,False,600,False,3,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Buy A Vowel,A word meaning to move quickly afoot adds a vowel & becomes to wreck or destroy,run & ruin,Ken Jennings,False,False,600,False,17,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
A Million Bucks Ain'T What It Used To Be,In 1938 this first Superman comic cost a dime; now a million bucks will get you a third of one copy,Action Comics,Brad Rutter,False,False,800,False,13,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Comedians,"Seen here, this Brit played a high school director in ""Hamlet 2"" & got blown to bits as a director in ""Tropic Thunder""",Steve Coogan,James Holzhauer,False,False,800,False,10,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
The Alps,"The Alps are the source of many major rivers including the Rhine, the Rhone & this 405-mile waterway that flows to the Adriatic",the Po,James Holzhauer,False,False,800,False,1,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
I'M Not Wearing Any Pants,"Worn by men & women, the chiton was a long tunic dating back to this ancient Greek period, also a word for ""outmoded""",archaic,Ken Jennings,False,False,800,False,9,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Prequels & Sequels,"Edited by the author's son Christopher & published in 1977, it's a history of Middle-earth before ""Lord of the Rings""",Silmarillion,Ken Jennings,False,False,800,False,4,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Buy A Vowel,A fluid for writing adds a vowel & becomes this barnyard clamor,ink & oink,Ken Jennings,False,False,800,False,16,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
A Million Bucks Ain'T What It Used To Be,"Probably the USA's only millionaire in 1799 was Elias Derby, who sent the 1st ship from New Eng. to Guangzhou, then called this",Canton,James Holzhauer,False,False,1000,False,14,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Comedians,"In ""Dolemite Is My Name"", Eddie Murphy tells the story of this entertainer who had a stand-up act of his own back in the day",Rudy Ray Moore,Brad Rutter,False,False,1000,False,11,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
The Alps,"Thought to be 5,300 years old, a mummified Neolithic ""iceman"" given this first name was found in the Alps in 1991",Ötzi,James Holzhauer,False,False,"1,400",True,7,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
I'M Not Wearing Any Pants,Here's this early 17th-century British monarch wearing a trim doublet jacket with matching skirt & hose,James I,James Holzhauer,False,False,1000,False,8,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Prequels & Sequels,"In 1847 Herman Melville published this sequel to ""Typee"" subtitled ""A Narrative of Adventures in the South Seas""",Omoo,Ken Jennings,False,False,1000,False,5,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
Buy A Vowel,"An eisteddfod winner adds a vowel & becomes a long, flat piece of pine",bard & board,,True,False,1000,False,15,The Greatest of All Time game #5,"Thursday, January 9, 2020",Jeopardy! Round
What'S In Your Brain?,Sulci are grooves on the brain surface; this German pathologist noted wide sulci in a 1906 autopsy of a dementia patient,Alzheimer,James Holzhauer,False,False,400,False,30,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Tv Green Thumb,"This TV comedy wasn't about pesky garden plants, but rather about Mary-Louise Parker's budding pot business",Weeds,Ken Jennings,False,False,400,False,29,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Government In Crisis,"Following the 2011 ouster of this longtime president, Egypt's armed forces suspended its constitution",Mubarak,James Holzhauer,False,False,400,False,23,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Characters On Stage,"In ""Our Town"", this role sounds like part of the crew, but it's the narrator",the Stage Manager,James Holzhauer,False,False,400,False,25,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Word Origins,"Greek for ""sacred"" & ""carving"" gives us this word for a writing system",hieroglyphics,James Holzhauer,False,False,400,False,27,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Road Trip!,You're nearing the eastern end of I-44 when you enter St. Louis & see this 630-foot-tall thing,the Gateway Arch,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
What'S In Your Brain?,"The main parts of a neuron are the cell body, an axon & these, branching out to receive input",the dendrites,Ken Jennings,False,False,800,False,20,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Tv Green Thumb,"The plants on either side of the host & guests on this web series, also a 2019 TV movie, are the Boston, or sword, variety",Between Two Ferns,Brad Rutter,False,False,800,False,21,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Government In Crisis,"Last name of the man who dismissed prime minister Mohammad Mosaddegh in August 1953, with some outside help",Pahlavi (the Shah),James Holzhauer,False,False,800,False,22,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Characters On Stage,"(Glenn Close delivers the clue.)  35 years before ""The Greatest Showman"", I sang down the house as Chairy, the wife of this man--but I did it for hundreds of performances on Broadway",(P.T.) Barnum,James Holzhauer,False,False,800,False,24,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Word Origins,This word for any pose in hatha yoga is from the Sanskrit,asana,Ken Jennings,False,False,800,False,26,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Road Trip!,"We'll stop in Butler, Penn. & Florham Park, N.J. to go back to childhood of yore in attractions called ""Little Red"" this",schoolhouses,Brad Rutter,False,False,800,False,16,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
What'S In Your Brain?,"Look at me! This ""in the back of the head"" brain lobe is responsible for processing visual information",occipital,James Holzhauer,False,False,1200,False,19,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Tv Green Thumb,"On ""The Handmaid's Tale"", this wife of Commander Waterford has some pivotal scenes in her greenhouse",Serena,,True,False,1200,False,8,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Government In Crisis,Parliament gained supremacy over the president in an 1877 crisis early in this ordinal French republic,the Third Republic,Ken Jennings,False,False,1200,False,5,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Characters On Stage,A very long-titled play by Peter Weiss features the Marquis de Sade & this murdered French revolutionary,Marat,Ken Jennings,False,False,1200,False,18,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Word Origins,This sled drawn by 3 horses has a Russian name,a troika,Ken Jennings,False,False,1200,False,17,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Road Trip!,"Dad, dry your eyes & get in the car--it's time to hit I-5 & road-trip your youngest to this southernmost U. of California campus",UCSD (San Diego),James Holzhauer,False,False,1200,False,15,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
What'S In Your Brain?,This pea-sized gland secretes a hormone regulating sleep; science has not confirmed Descartes' belief that it's the seat of the soul,the pineal,James Holzhauer,False,False,1600,False,12,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Tv Green Thumb,"Played by Carolyn Jones in the '60s, she loved to cut the heads off her roses & rejoiced when her thorns came in sharp",Morticia Addams,,True,False,1600,False,9,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Government In Crisis,This 1832-33 crisis ended when South Carolina backed down from its efforts to void federal law,Nullification,Ken Jennings,False,False,"9,200",True,6,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Characters On Stage,"(Glenn Close delivers the clue.)  I kept the costumes from the first time I performed on Broadway in ""Sunset Boulevard"" & I brought them back with me when I returned to play this iconic role in the 2017 revival",Norma Desmond,Brad Rutter,False,False,1600,False,3,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Word Origins,"This condition was thought to arise from an excess of black bile, the origin of its name",melancholia,,False,False,"3,400",True,1,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Road Trip!,"Forget Route 66! We're going north to south on this numerical highway that turns into the ""Blues Highway"" down south",61,Brad Rutter,False,False,1600,False,14,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
What'S In Your Brain?,"From a Latin word for ""edge"", this primitive ""system"" of nerves helps run basic behavior like feeding, fighting & fleeing",the limbic system,Brad Rutter,False,False,2000,False,11,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Tv Green Thumb,"Jean-Luc Picard once helped Boothby, played by this onetime TV Martian, to replant some flowers at Starfleet Academy",Ray Walston,Ken Jennings,False,False,2000,False,10,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Government In Crisis,"In November 2019 Jeanine Áñez Chávez declared herself Bolivia's president, replacing this man who had resigned under pressure",Evo Morales,Ken Jennings,False,False,2000,False,7,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Characters On Stage,"In the last line of ""Waiting for Godot"", he tells Vladimir, ""Yes, let's go""",Estragon,James Holzhauer,False,False,2000,False,4,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Word Origins,"This fancy word for a scar is actually just Latin for ""scar""",cicatrix,Ken Jennings,False,False,2000,False,2,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
Road Trip!,"An ""On the Road"" trip will take you to Larimer Street in this city where Sal hangs with Dean before heading for the coast",Denver,Brad Rutter,False,False,2000,False,13,The Greatest of All Time game #5,"Thursday, January 9, 2020",Double Jeopardy! Round
January In History,"It says that on the 1st of January 1863 ""all persons held as slaves... shall be then, thenceforward, and forever free""",the Emancipation Proclamation,James Holzhauer,False,False,200,False,21,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Christopher Plummer Pudding,"(Christopher Plummer delivers the clue.)  In 2012 at age 82 I became the oldest winner of a competitive acting Oscar; the record for a male actor had stood for 36 years, since this beloved 80-year-old comedian took the honors in 1976 for ""The Sunshine Boys""",(George) Burns,James Holzhauer,False,False,200,False,22,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Gemstones! Meet The Gemstones!,"Don't be deceived by this, a compound of sulfur & iron whose name comes from the Greek for ""fire""",pyrite,Ken Jennings,False,False,200,False,30,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Cybersecurity,This type of hacker referred to by a colorful bit of headwear helpfully tests computer systems for vulnerability,white-hat,James Holzhauer,False,False,200,False,29,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Just The Facts,"Of the 4 main blood groups, this one is the most common; that group negative is the universal donor",O,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
"An ""Ok"" Category",Your matching percentage on this dating site is determined by a complicated algorithm,OK Cupid,Ken Jennings,False,False,200,False,25,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
January In History,In 1914 this motor company instituted a wage of $5 per day & shortened the work day to 8 hours,Ford,James Holzhauer,False,False,400,False,20,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Christopher Plummer Pudding,"(Christopher Plummer delivers the clue.)  I've played King Lear, Hamlet, Oedipus, Pizarro; but perhaps my most challenging role, if you could believe it, was in this 1965 movie that for a while was the top-grossing film of all time",The Sound of Music,Ken Jennings,False,False,400,False,19,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Gemstones! Meet The Gemstones!,This variety of beryl shares its name with a 10-letter color,aquamarine,Ken Jennings,False,False,400,False,23,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Cybersecurity,A website with a site certificate is one that uses encryption; this letter after http is one sign of it,s,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Just The Facts,Real vanilla flavoring comes from certain climbing species of this tropical plant,orchid,James Holzhauer,False,False,400,False,26,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
"An ""Ok"" Category","A 2019 New York Times article says this 2-word phrase ""marks the end of friendly generational relations""","""OK boomer""",Ken Jennings,False,False,400,False,24,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
January In History,In Jan. 1900 he got out of Siberian exile; in Jan. 1918 he abolished Russia's assembly & established a dictatorship,Lenin,James Holzhauer,False,False,600,False,3,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Christopher Plummer Pudding,"(Christopher Plummer delivers the clue.)  In 1968 I loaned this fellow Canadian the money for a plane ticket from London to L.A. so he could audition for the movie role that would change his life; the movie was ""M*A*S*H""--& I got my money back",Donald Sutherland,Ken Jennings,False,False,600,False,14,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Gemstones! Meet The Gemstones!,This birthstone is used in abrasives for polishing & grinding; the color pairs with gold as an official one for Florida State,garnet,,False,False,"5,000",True,7,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Cybersecurity,"Companies consider cybersecurity when instructing employees with a policy on BYOD, short for this",bring your own device,,True,False,600,False,18,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Just The Facts,Chinese & Portuguese are the official languages of this special administrative region of China,Macau,Brad Rutter,False,False,600,False,15,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
"An ""Ok"" Category","""Subterranean Homesick Alien"" is on this Radiohead album",OK Computer,James Holzhauer,False,False,600,False,12,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
January In History,"The January 1870 cartoon ""A Live Jackass Kicking a Dead Lion"" was this man's first use of a donkey to symbolize Democrats",Nast,James Holzhauer,False,False,800,False,2,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Christopher Plummer Pudding,"(Christopher Plummer delivers the clue.)  My dearest friend was this late actor; we often appeared onstage together & he won 2 consecutive Oscars in the 1970s, the first for playing newspaperman Ben Bradlee",Jason Robards,Ken Jennings,False,False,800,False,17,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Gemstones! Meet The Gemstones!,"We quote the ancient Wang Chung: ""Take your baby by the wrist, & in her mouth"" this purple quartz variety & February birthstone",amethyst,James Holzhauer,False,False,800,False,5,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Cybersecurity,"A ransomware attack that encrypted 3,800 City of Atlanta computers demanded 6 of these digital items to unfreeze them",Bitcoins,James Holzhauer,False,False,800,False,6,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Just The Facts,This largest moon of Pluto is about half the dwarf planet's size,Charon,Ken Jennings,False,False,800,False,13,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
"An ""Ok"" Category","This group was at one point the house band for ""This American Life"" on public radio",OK Go,James Holzhauer,False,False,800,False,11,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
January In History,"Angered at the U.N.'s support of Malaysia, this Indonesian president withdrew his country from the U.N. in January 1965",Sukarno,James Holzhauer,False,False,1000,False,1,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Christopher Plummer Pudding,"(Christopher Plummer delivers the clue.)  In the film ""The Last Station"" I play this Russian author caught between his worshipers & family; the title refers to the setting of my death scene",Tolstoy,Ken Jennings,False,False,1000,False,16,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Gemstones! Meet The Gemstones!,"Let's get sanguine about this mineral AKA heliotrope, prized in the Middle Ages",bloodstone,James Holzhauer,False,False,1000,False,4,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Cybersecurity,Beware of these types of programs that track every stroke you make while typing in an effort to glean your password,keylogging programs,,True,False,1000,False,8,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Just The Facts,"Tornadoes are rated from EF0 to EF5, the ""E"" standing for ""enhanced"" & the ""F"", for this Japanese-American meteorologist",Fujita,James Holzhauer,False,False,1000,False,9,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
"An ""Ok"" Category",The best of the 4 possible positions used in transactional analysis is the title of this 1960s self-help book,I\'m OK – You\'re OK,Ken Jennings,False,False,1000,False,10,The Greatest of All Time game #6,"Thursday, January 9, 2020",Jeopardy! Round
Plane Science,A ramp is one of these simple machines,inclined plane,James Holzhauer,False,False,400,False,30,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Same First & Last Letter,"Those with a ""fast"" one of these tend to burn calories pretty quickly",metabolism,Ken Jennings,False,False,400,False,29,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
It Comes Third,"At equestrian 3-day events, the first day is for dressage, second for endurance riding & third for ""stadium show"" this",jumping,Brad Rutter,False,False,400,False,28,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Music & Legend,"Grieg was displeased with his own ""In the Hall of"" this monarch from ""Peer Gynt"", writing, ""it reeks of cow-turds & super-Norwegianism""",the Mountain King,Ken Jennings,False,False,400,False,27,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
"""I"" Wrote","The security at this author's ""Hotel New Hampshire"" is Susie, a woman in an animal costume",John Irving,Brad Rutter,False,False,400,False,26,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
The Dam Bill,"In May 1938 congress authorized building the Kentucky Dam, soon the largest dam run by this New Deal agency",the TVA,Brad Rutter,False,False,400,False,25,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Plane Science,An earthquake happens when a slip occurs along this type of plane,a fault,Ken Jennings,False,False,800,False,18,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Same First & Last Letter,The toast slainte literally means this,health,Brad Rutter,False,False,800,False,20,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
It Comes Third,"The Third Amendment is about this activity, a word actually from the Latin for ""fourth""",quartering of troops,Brad Rutter,False,False,800,False,21,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Music & Legend,Philip Glass wrote an opera to be played as the soundtrack of Jean Cocteau's movie of this girl-&-monster tale,La Belle et la Bête (Beauty and the Beast),Ken Jennings,False,False,800,False,22,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
"""I"" Wrote","Doctor Stockmann is the crusading title character in this playwright's ""An Enemy of the People""",Ibsen,Ken Jennings,False,False,800,False,23,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
The Dam Bill,"The Carey Act & the Reclamation Act helped this Wild West showman build Shoshone Dam, later named for him",Buffalo Bill,James Holzhauer,False,False,800,False,24,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Plane Science,Light waves with electric fields that vibrate in only a single plane have been this,polarized,James Holzhauer,False,False,1200,False,17,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Same First & Last Letter,A resident of Najaf or Kirkuk,Iraqi,Ken Jennings,False,False,1200,False,3,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
It Comes Third,"Beethoven was going to dedicate his 3rd symphony to Napoleon; instead he called it this, for ""the memory of a great man""",Eroica,James Holzhauer,False,False,1200,False,6,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Music & Legend,She's the title character singing in a Purcell opera after Aeneas has left her,Dido,Brad Rutter,False,False,1200,False,19,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
"""I"" Wrote","""Berlin Stories"" grew out of this British author's time in Germany during the Weimar Republic",(Christopher) Isherwood,James Holzhauer,False,False,1200,False,9,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
The Dam Bill,"Construction began on Oroville Dam before it was fully funded by the Burns-Porter Act, a ballot initiative in this state",California,Ken Jennings,False,False,1200,False,10,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Plane Science,Plane trigonometry employs the law of these ratios between the side of a triangle opposite an angle & its hypotenuse,sines,James Holzhauer,False,False,1600,False,16,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Same First & Last Letter,"This word for extreme malice was also the name of Jabba's nasty beast that Luke killed in ""Return of the Jedi""",rancor,Ken Jennings,False,False,1600,False,2,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
It Comes Third,"Of the 7 countries that make up Central America, this one is alphabetically third",El Salvador,James Holzhauer,False,False,1600,False,4,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Music & Legend,A pas de deux based on music by Samuel Barber premiered in 1975 with Baryshnikov as Jason & Carla Fracci as her,Medea,Brad Rutter,False,False,"3,000",True,14,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
"""I"" Wrote","Books on Ben Franklin & Leonardo da Vinci are included in this author's ""The Genius Biographies"" box set",Walter Isaacson,,True,False,1600,False,8,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
The Dam Bill,A 1973 act of Congress approved funding for a replacement dam at American Falls on this river in the Northwest,the Snake,Ken Jennings,False,False,1600,False,7,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Plane Science,"(Sarah of the Clue Crew delivers the clue.)  All the planets orbit the Sun within seven degrees of this plane, whose name comes from an astronomical event",the ecliptic,Ken Jennings,False,False,2000,False,15,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Same First & Last Letter,It's a Hollywood term for a long prose synopsis of a screenplay,treatment,,True,False,2000,False,1,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
It Comes Third,"""Arrow of God"", about a Nigerian priest dealing with missionaries, is the last book he wrote in what's called his ""African Trilogy""",(Chinua) Achebe,Ken Jennings,False,False,2000,False,5,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Music & Legend,"""Asturias"" by this grade-""A"" Spanish composer has the subtitle ""Leyenda"", meaning ""legend""",Albéniz,,True,False,2000,False,13,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
"""I"" Wrote","""Who Let the Dogs In?"" is about the many outrageous politicians encountered by this witty Texas columnist",Molly Ivins,Brad Rutter,False,False,2000,False,11,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
