Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
World Geography,"Found mostly in the Soviet Union, this belt of grassland runs 5,000 miles from Hungary to Manchuria",Steppes,Mark Lowenthal,False,False,2000,False,15,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Kings Named Ed,At his death he named Harold his successor though he allegedly promised the crown to William of Normandy,Edward the Confessor (Edward III),Mark Lowenthal,False,False,"8,500",True,7,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Civil War,"On August 21, 1863 Quantrill's Raiders descended on this city in Kansas",Lawrence,Mark Lowenthal,False,False,2500,False,23,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Communications,This M.I.T. linguist claims every human knows the general principles of language at birth,Noam Chomsky,Mark Lowenthal,False,False,2500,False,27,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Opera,"Donizetti opera that includes the following, perhaps the most famous mad scene in opera:",Lucia di Lammermoor,Keith Walker,False,False,"5,800",True,11,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Insects,"Some have called the dragonfly this, in the belief that it sews up people's lips",a darning needle,Keith Walker,False,False,2500,False,30,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
World Geography,Iona is part of this Scottish island group,Hebrides,Keith Walker,False,False,2500,False,16,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Kings Named Ed,"King for 3 months in 1483, Shakespeare's ""Richard III"" tells of his death in the tower",Edward V,,False,False,2500,False,8,Super Jeopardy! show #5,"Saturday, July 14, 1990",Double Jeopardy! Round
Usa,"Running from April 1860 to October 1861, it lost the mail only once",Pony Express,Liz Caccese,False,False,200,False,7,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Nursery Rhymes,Gardener described as “quite contrary”,Mary (Mary),Bruce Seymour,False,False,200,False,28,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Starts With “S”,"A close-fitting dress usually with a straight skirt & no belt, or a case for a blade",sheath,Bruce Seymour,False,False,200,False,21,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Women In Sports,"Olympic figure skating champ of 1984 & 1988, she's nicknamed “Katarina the Great”",Katarina Witt,Burns Cameron,False,False,200,False,1,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
The Middle Ages,"During the 10th & 11th centuries, the king of France ruled only a narrow strip of land around this city",Paris,Bruce Seymour,False,False,200,False,24,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Classic Comedy Teams,"In 1928 F. Gosden & Chas. Correll renamed their Sam ’n’ Henry characters this, & the rest is history",Amos ’n’ Andy,Rich Lerner,False,False,200,False,8,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Usa,A new Orleans park near Basin Street is named for this late trumpeter,Louis Armstrong,Rich Lerner,False,False,400,False,9,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Nursery Rhymes,Weapon the farmer's wife wielded in her attack on 3 blind mice,carving knife,Rich Lerner,False,False,400,False,29,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Starts With “S”,"Not a table for serving lunch, it's 2 large ad placards linked by straps & worn over the shoulders",sandwich board,Rich Lerner,False,False,400,False,30,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Women In Sports,In 1985 Lynette Woodard became the 1st woman to play basketball for this exhibition team,Harlem Globetrotters,Bruce Seymour,False,False,400,False,2,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
The Middle Ages,They were trade organizations that fixed wages & set quality standards,guilds,Rich Lerner,False,False,400,False,3,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Classic Comedy Teams,Classic comedy team associated with the line “Here's another fine mess you've gotten me into”,Laurel and Hardy,Liz Caccese,False,False,400,False,14,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Usa,"Among official state nicknames there isn't a “later” state, but there is a “Sooner” state, this one",Oklahoma,Rich Lerner,False,False,600,False,10,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Nursery Rhymes,"While you “ring-a-ring o'roses”, you've got a pocketful of these flowers",posies,Bruce Seymour,False,False,600,False,25,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Starts With “S”,"In printing, a fine line finishing off the main stroke of a letter",serif,Liz Caccese,False,False,600,False,22,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Women In Sports,In 1985 she became the first gymnast to be elected to the U.S. Olympic Hall of Fame,Mary Lou Retton,Rich Lerner,False,False,600,False,4,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
The Middle Ages,"This king of England lost territories, was excommunicated & was forced to accept the Magna Carta",King John,Rich Lerner,False,False,600,False,13,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Classic Comedy Teams,"Name completing the catch phrase “Absolutely, Mr. Gallagher?” “Positively...”",Mr. Shean,Burns Cameron,False,False,600,False,23,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Usa,"Now known as this, in the 17th century this island ws owned by a man named Isaac Bedloe",Liberty,,False,False,"1,600",True,11,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Nursery Rhymes,In “rock-a-bye baby” this is when “the cradle will rock”,when the wind blows,Burns Cameron,False,False,800,False,26,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Starts With “S”,The center of our galaxy lies in this constellation between Scorpio & Capricorn,Sagitarius,,False,False,800,False,19,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Women In Sports,"Since March, women's tennis has had a new advantage, this 14-year-old powerhouse",Jennifer Capriati,Burns Cameron,False,False,800,False,5,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
The Middle Ages,"In the 13th C. the Franciscan friars wore gray, while the Friars founded by this saint wore black",Saint Dominic,Burns Cameron,False,False,800,False,17,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Classic Comedy Teams,"Wheeler had Woolsey, & Olsen had him for a partner",(Chick) Johnson,Bruce Seymour,False,False,800,False,16,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Usa,Thomas McKean of Delaware was the last to sign this & may have done it as late as 1781,Declaration of Independence,Burns Cameron,False,False,1000,False,12,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Nursery Rhymes,"A compendium of nursery rhyme character quotes would include this one under Horner, Little Jack",what a good boy am I,Burns Cameron,False,False,1000,False,27,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Starts With “S”,This term that means “without knee breeches” was applied to some ill-clad French revolutionaries,sans-culottes,Burns Cameron,False,False,1000,False,20,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Women In Sports,"With over $2.5 million in career earnings, Pat Bradley is the top female money-winner in this sport",golf,Rich Lerner,False,False,1000,False,6,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
The Middle Ages,"Pope Stephen II gave him the title patrician, but most people know Pepin III by this nickname",Pepin the Short,Bruce Seymour,False,False,1000,False,18,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Classic Comedy Teams,"Their real last name was Joachim; brothers Harry, Al & Jimmy got this name from a passing truck",Ritz Brothers,Liz Caccese,False,False,1000,False,15,Super Jeopardy! show #6,"Saturday, July 21, 1990",Jeopardy! Round
Old Testament,I Kings 10 says the Queen of Sheba was highly impressed by his wisdom,Solomon,Bruce Seymour,False,False,500,False,23,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Science,"In 1931 “New Dawn”, a species of this thorny garden flower, became the 1st plant to receive a patent",rose,Bruce Seymour,False,False,500,False,29,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Art,"Missing from the 1989 U.S. tour of his works was a lady missing her clothes, the “Naked Maja”",Goya,Liz Caccese,False,False,500,False,25,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Lakes & Rivers,3 of the 5 largest lakes in north America are part of this group,Greak Lakes,Burns Cameron,False,False,500,False,1,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Theatre,The book “Mama's Bank Account” evolved into this play,I Remember Mama,Burns Cameron,False,False,500,False,30,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Magazines,The Numismatist is geared to hobbyists who collect these,coins,Rich Lerner,False,False,500,False,11,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Old Testament,"While smiting the firstborn in Egypt, the Lord passed over houses with this on the doorposts",lamb\'s blood,Burns Cameron,False,False,1000,False,24,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Science,It's the common name for hydrated oxide of iron,rust,Rich Lerner,False,False,1000,False,28,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Art,"Naum Gabo created a kinetic sculpture in 1920, but this artist is credited with the first true mobile",(Alexander) Calder,Liz Caccese,False,False,1000,False,26,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Lakes & Rivers,"This country's longest river is the Tay, but the Clyde carries more traffic",Scotland,Liz Caccese,False,False,1000,False,2,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Theatre,E. O'Neill play about a fugitive black man who'd made himself ruler of a West Indian island,(The) Emperor Jones,Bruce Seymour,False,False,1000,False,27,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Magazines,Cape Cod Life caters to residents of Cape Cod as well as these 2 resort islands,Nantucket & Martha\'s Vineyard,Bruce Seymour,False,False,1000,False,12,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Old Testament,The Open Bible describes the first of the 150 of these as “two ways of life contrasted”,Psalms,,False,False,"2,500",True,9,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Science,It's the ratio of the density of a liquid to that of an equal volume of distilled water at 4 degrees C.,specific gravity,,False,False,1500,False,8,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Art,Last name of the Rembrandt known for portraits of Washington & Jefferson,Peale,Burns Cameron,False,False,1500,False,3,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Lakes & Rivers,"New York state actually has 11, not 10, of them",Finger Lakes,Rich Lerner,False,False,1500,False,4,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Theatre,"If Rosencrantz & Guildenstern were alive, they might know he also wrote “Jumpers”",Tom Stoppard,Bruce Seymour,False,False,1500,False,15,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Magazines,Decision Magazine is published by this minister's evangelistic association,Billy Graham,Bruce Seymour,False,False,1500,False,21,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Old Testament,"Not only did he foil Haman's plot, he got Haman's house after Haman was hanged",Mordecai,Liz Caccese,False,False,2000,False,17,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Science,1 of 2 protocontinents that converged about 300 million years ago to form Pangaea,Gondwanaland (or Laurasia),Liz Caccese,False,False,2000,False,13,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Art,German-born artist who's been called “Dadamax” & “The Complete Surrealist”,Max Ernst,,False,False,2000,False,7,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Lakes & Rivers,"Lake Eyre, the largest on this continent, covers 3600 square miles but is only about 4 feet deep",Australia,Rich Lerner,False,False,2000,False,5,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Theatre,The 2 writers who collaborated on “Dinner at Eight” & “Stage Door”,Kaufman and Edna Ferber,,False,False,"2,000",True,16,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Magazines,It calls itself “America's Food & Entertaining Magazine”,Bon Appetit,Liz Caccese,False,False,2000,False,19,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Old Testament,"Though the eldest of Jacob's 12 sons, he forfeited his birthright",Reuben,,False,False,2500,False,20,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Science,"The greenhouse effect occurs in this, the lowest level of the atmosphere",troposphere,Bruce Seymour,False,False,2500,False,14,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Art,Russian emigre who painted “Bride & Groom with Eiffel Tower”,(Marc) Chagall,Rich Lerner,False,False,2500,False,10,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Lakes & Rivers,"The name of this river which joins the Ganges means “the son of Brahma, the creator of the universe”",Brahmaputra,Bruce Seymour,False,False,2500,False,6,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Theatre,His novel “A Death in the Family” was adapted for the stage as “All The Way Home”,(James) Agee,Bruce Seymour,False,False,2500,False,18,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Magazines,1989 marked the 20th anniversary of this oversized celebrity magazine founded by Andy Warhol,Interview,Burns Cameron,False,False,2500,False,22,Super Jeopardy! show #6,"Saturday, July 21, 1990",Double Jeopardy! Round
Hail To The Chief,He was impeached in 1868 but was acquitted by a margin of 1 vote,(Andrew) Johnson,Leah Greenwald,False,False,200,False,9,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Sculpture,"Though it sounds cold, the Greeks carved these decorative bands on the sides of buildings",a frieze,Roger Storm,False,False,200,False,10,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Toms & Thomases,"His fans had high hopes that he'd win an Oscar this year for ""Born on the Fourth of July""",Tom Cruise,Lionel Goldbart,False,False,200,False,1,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
1979,In a 1200-page report the Surgeon General linked doing this to heart & lung disease & cancer,smoking,Roger Storm,False,False,200,False,2,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
World Travel,"EPCOT, as in EPCOT Center, is an acronym for ""Experimental Prototype Community of"" this",Tomorrow,Tom Cubbage,False,False,200,False,21,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Jim Henson,"While it ran from 1976-81, it was the world's most watched first-run syndicated TV show",The Muppet Show,Roger Storm,False,False,200,False,3,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Hail To The Chief,"He had 48 grandchildren, 1 of whom also became president",William (Henry) Harrison,Tom Cubbage,False,False,400,False,11,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Sculpture,"Using drills & dynamite, Gutzon Borglum began this massive work in 1927",Mount Rushmore,Roger Storm,False,False,400,False,15,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Toms & Thomases,"He turned professional ""hit man"" in 1977, the same year he won the Golden Gloves championship",Thomas Hearns,Roger Storm,False,False,400,False,5,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
1979,"Pope John Paul II visited this country in June, the first visit of a pope to a Communist country",Poland,Tom Cubbage,False,False,400,False,19,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
World Travel,Jasper National Park in this country has special snow coaches for tours of the ice fields,Canada,Roger Storm,False,False,400,False,22,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Jim Henson,"Named for a friend, this soft-spoken character was said to be Henson's alter ego",Kermit the Frog,Tom Cubbage,False,False,400,False,4,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Hail To The Chief,"Nicknamed ""Handsome Frank"", he had college chum N. Hawthorne write his campaign bio",Franklin Pierce,Tom Cubbage,False,False,600,False,12,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Sculpture,"Modern American sculptor known for his life-size plaster casts of people put in ""real"" settings",(George) Segal,Leah Greenwald,False,False,600,False,16,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Toms & Thomases,He's the current Speaker of the House,Tom Foley,Leah Greenwald,False,False,600,False,20,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
1979,A 31-year state of war between these 2 nations ended in March with a treaty signed in the U.S.,Israel & Egypt,Tom Cubbage,False,False,600,False,25,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
World Travel,"You have to go to France, not Switzerland, to climb this highest peak in the Alps",Mont Blanc,Tom Cubbage,False,False,600,False,27,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Jim Henson,"Back in the '60s this co. asked Jim to develop characters for its NET production of ""Sesame Street""",Children\'s Television Workshop,Roger Storm,False,False,600,False,6,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Hail To The Chief,"In a 1964 survey, he was named 1 of the 2 greatest engineers in U.S. history",(Herbert) Hoover,Tom Cubbage,False,False,"1,400",True,13,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Sculpture,"His reclining figures can be seen at the Tate Gallery, Unesco in Paris & Lincoln Center",(Henry) Moore,Leah Greenwald,False,False,800,False,17,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Toms & Thomases,"March 7 is the feast day of this Medieval saint, also known as the ""Angelic Doctor""",Thomas Aquinas,Leah Greenwald,False,False,800,False,23,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
1979,In January the Pol Pot regime was overthrown as this Cambodian city fell to rebels,Phnom Penh,Roger Storm,False,False,800,False,26,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
World Travel,"Treetops, the Ark & Mountain Lodge are 3 famous game-viewing lodges in this East African country",Kenya,Leah Greenwald,False,False,800,False,28,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Jim Henson,"As Ernie, Jim Henson was ""awfully fond"" of this title toy that earned him a hit record",Rubber Duckie,Roger Storm,False,False,800,False,7,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Hail To The Chief,"Not only was he the 1st president to win a Nobel Prize, he was also the first American to do so",Theodore Roosevelt,Roger Storm,False,False,1000,False,14,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Sculpture,Duke Cosimo I commissioned Cellini to produce the bronze of this man holding Medusa's head,Perseus,Lionel Goldbart,False,False,1000,False,18,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Toms & Thomases,"""Jitterbug Perfume"" is a book written by this ""King of Underground Farce""",Tom Robbins,Lionel Goldbart,False,False,1000,False,24,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
1979,A jury awarded $10.5 million to the estate of this late employee of a Kerr-McGee plutonium plant,(Karen) Silkwood,Roger Storm,False,False,1000,False,30,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
World Travel,The Algarve is the major vacation area of this European country,Portugal,,False,False,1000,False,29,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Jim Henson,The Skeksis and the Mystics were saved by the Gelflings in this 1982 fantasy film,The Dark Crystal,Roger Storm,False,False,1000,False,8,Super Jeopardy! show #7,"Saturday, July 28, 1990",Jeopardy! Round
Best Sellers,"Completes the title of Thomas Harris' 1969 book ""I'm OK...""",You\'re OK,Roger Storm,False,False,500,False,10,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Notable Women,U.S. News reports an April Gallup survey ranked her as Britain's least popular P.M. since 1938,(Margaret) Thatcher,Roger Storm,False,False,500,False,12,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Bodies Of Water,"The Strait of Belle Isle separates the Island of Newfoundland from this, its mainland terr.",Labrador,,False,False,500,False,7,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
New Testament,"According to I Timothy 6:10, the love of this ""is the root of all evil""",money,Tom Cubbage,False,False,500,False,1,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Nuclear Physics,A cyclotron uses this type of field to pull particles into orbit,an electromagnetic field,Roger Storm,False,False,500,False,3,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Best Sellers,"""My Life in Three Acts"" is the latest volume of memoirs by this First Lady of the American Theatre",Helen Hayes,Leah Greenwald,False,False,1000,False,15,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Notable Women,"The wife of Time magazine's founder, she was awarded the Presidential Medal of Freedom in 1983",Clare Luce,Lionel Goldbart,False,False,1000,False,16,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Bodies Of Water,"The Chukchi, Barents & Kara Seas are among those that surround this ocean",the Arctic,Lionel Goldbart,False,False,1000,False,8,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
New Testament,"At least 13 of the epistles, including Romans & Galatians, were written by this apostle",Paul,Roger Storm,False,False,1000,False,2,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Nuclear Physics,Isotopes of this element are the most commonly used nuclear fuel in reactors,uranium,Lionel Goldbart,False,False,1000,False,4,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Best Sellers,"His novel ""The Stand"" was 1st published in 1978, but an uncut version was released in 1990",(Stephen) King,Lionel Goldbart,False,False,1500,False,17,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Notable Women,This long-time rival of Hedda Hopper was one of America's first movie columnists,Louella Parsons,Leah Greenwald,False,False,1500,False,19,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
The Vikings,This French region was colonized by the Vikings in the 900s & is named for them,Normandy,Tom Cubbage,False,False,1500,False,28,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Bodies Of Water,"This river in the Northwest U.S. was named for the ship of its discoverer, Capt. Robert Gray",the Columbia,Roger Storm,False,False,1500,False,21,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
New Testament,"During the temptation in the wilderness, Satan asked Jesus to turn these into bread",stones,Roger Storm,False,False,1500,False,5,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Nuclear Physics,Isotopes are atoms having the same number of protons by different numbers of these,neutrons,Tom Cubbage,False,False,1500,False,6,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Best Sellers,"Morley Safer's ""Flashbacks"" describes a return visit to this country after 25 years",Vietnam,Leah Greenwald,False,False,2000,False,18,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Notable Women,"Along with Susan B. Anthony, she founded the Nat'l Woman Suffrage Assn. & became its first president",(Elizabeth Cady) Stanton,Roger Storm,False,False,2000,False,20,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
The Vikings,This symbol of Thor was prominent in Viking jewelry,a hammer,Tom Cubbage,False,False,2000,False,27,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Bodies Of Water,This bay in New South Wales was so named because many new plant species were found on its shores,Botany Bay,Roger Storm,False,False,"4,000",True,22,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
New Testament,"In the Sermon on the Mount, Jesus said, ""Blessed are the peacemakers, for they shall be called"" this",the children of God,,False,False,"1,300",True,9,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Nuclear Physics,"It's suspected these particles, some of which are charmed, are held together by gluons",quarks,Leah Greenwald,False,False,2000,False,11,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Best Sellers,"""An Inconvenient Woman"" by this author describes morals & murders in L.A.'s high society",Dominick Dunne,,False,False,2500,False,24,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Notable Women,"A founder of the Industrial Workers of the World, her slogan was ""Join the union, boys""",Mother Jones,,False,False,2500,False,26,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
The Vikings,"Now considered a fake, a stone with these Viking letters was ""found"" in 1898 near Kensington, Minn.",runes,Tom Cubbage,False,False,2500,False,25,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Bodies Of Water,"2 of Europe's longest rivers, they both empty into the Black Sea & begin with ""Dn""",the Dnieper & the Dniester,Tom Cubbage,False,False,2500,False,23,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
New Testament,"In the Book of Revelation, this archangel does battle with Satan",Michael,Lionel Goldbart,False,False,2500,False,14,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
Nuclear Physics,The 2 forms of energy produced by splitting an atom,radiation & heat,,False,False,2500,False,13,Super Jeopardy! show #7,"Saturday, July 28, 1990",Double Jeopardy! Round
1989,"With Voyager 2's 1989 trip to Neptune, this is the only known planet not visited by spacecraft",Pluto,Keith Walker,False,False,200,False,20,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Religion,Pakistan was established as a haven for members of this religion,Islam,Roger Storm,False,False,200,False,27,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Potpourri,"Organization which sponsors ""The Great American Smokeout""",the American Cancer Society,Bruce Seymour,False,False,200,False,18,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Tv Sitcoms,"The only word spoken by these 2 characters in ""Newhart""s 8-year run was ""Quiet!"" in the last episode",Darryl & my other brother Darryl,Roger Storm,False,False,200,False,2,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Deserts,"Snow sometimes falls on this, Asia's largest desert",the Gobi,Roger Storm,False,False,200,False,13,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
"""X"", ""Y"", ""Z""","In computer terms it means to erase, in science fiction terms, to hit someone with a ray gun",zap,Roger Storm,False,False,200,False,1,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
1989,"Time Magazine's January 23, 1989 cover referred to this woman as ""The Silver Fox""",Barbara Bush,Keith Walker,False,False,400,False,21,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Religion,"On February 17, 1966 Pope Paul VI reduced the Lenten Fast to these 2 days",Good Friday & Ash Wednesday,Bruce Seymour,False,False,"1,800",True,11,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Potpourri,In 1966 these taxes were declared unconstitutional as a requirement for voting,poll taxes,Roger Storm,False,False,400,False,25,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Tv Sitcoms,"This actor's only Emmy nomination was for his role as Buddy Sorrell in ""The Dick Van Dyke Show""",Morey Amsterdam,Roger Storm,False,False,400,False,3,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Deserts,"Flat-topped mountains that are features of some deserts & are named after the Spanish word for ""table""",a mesa,Roger Storm,False,False,400,False,14,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
